Target,Text,Text_es
ham,There is no sense in my foot and penis.,No hay sentido en mi pie y pene.
ham,Okay but i thought you were the expert,"Está bien, pero pensé que tú eras el experto."
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,*profundo suspiro* ... Te extraño :-( ... Estoy realmente sorprendido de que aún no hayas ido al café internet para contactarme ... ¿No me extrañas?
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,"Creo que mi papel es como el de Sachin, solo estar ahí. Los demás tienen que batear."
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,"Que tengas un gran viaje a India. Y lleva la luz a todos, no solo con el proyecto, sino con todos los que tengan la suerte de verte sonreír. Adiós. Abiola"
ham,"And very importantly, all we discuss is between u and i only.","Y muy importante, todo lo que discutimos es solo entre tú y yo."
ham,K..k:)how about your training process?,K..k:) ¿qué tal tu proceso de entrenamiento?
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,Está bien. Necesito ir a Toa Payoh por un rato para devolver algo que quieres que me envíes allí o qué?
ham,In da car park ,En el aparcamiento.
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,Deseo estar contigo. Abrazándote fuertemente. Haciéndote ver lo importante que eres. Cuánto significas para mí... Cuánto te necesito... En mi vida...
ham,So i asked how's anthony. Dad. And your bf,"Así que pregunté, ¿cómo está Anthony, papá? ¿Y tu novio?"
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).","""Siempre que quiero enamorarme de mis libros, mi cama se enamora de mí...!!"" . Yen madodu, nav pretsorginta, nammanna pretsovru importante alwa....!!:) Buenas noches-)."
ham,What Today-sunday..sunday is holiday..so no work..,"Hoy es domingo. El domingo es un día festivo, así que no hay trabajo."
ham,Am going to take bath ill place the key in window:-),"Voy a tomar un baño, colocaré la llave en la ventana. :-)"
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,EL SEÑOR DE LOS ANILLOS: EL RETORNO DEL REY en tienda AHORA! RESPONDE LOTR antes del 2 de junio 4 Oportunidad 2 GANAR CDs de la banda sonora de LOTR StdTxtRate. Responde STOP para finalizar los mensajes de texto.
ham,"Dear, take care. I am just reaching home.love u a lot.","Querido, cuídate. Estoy llegando a casa. Te quiero mucho."
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,"El texto que proporcionaste parece ser una dirección web y no requiere traducción. Si necesitas ayuda con otro texto, por favor compártelo."
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,"¿Has emigrado o algo así? Bueno, tal vez las 5:30 era un poco optimista..."
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,"Olol, imprimí un post en un foro de un chico con el mismo problema que fue solucionado con un reemplazo de GPU. Espero que no lo ignoren."
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,"Caminamos desde la casa de mi mamá. A la derecha en Stagwood Pass, a la derecha en Winterstone, a la izquierda en Victor's Hill. La dirección es <#>."
ham,"Yo, you at jp and hungry like a mofo?","¿Yo, tú en Japón y hambriento como un loco?"
ham,This is all just creepy and crazy to me.,Esto es todo simplemente espeluznante y loco para mí.
ham,Ok... I din get ur msg...,Está bien... No recibí tu mensaje...
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,"Tessy, por favor, hazme un favor. Por favor, transmite mis deseos de cumpleaños a Nimya. No lo olvides. Hoy es su cumpleaños, Shijas."
ham,Pathaya enketa maraikara pa',Pathaya en esta maraikara pa'
ham,Even if he my friend he is a priest call him now,"Incluso si él es mi amigo, es un sacerdote, llámalo ahora."
ham,"U so lousy, run already come back then half dead... Hee...","Eres tan patético, corre ya y vuelve, luego medio muerto... Jeje..."
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,"Eso es, dije que es malo que todas las chicas te conozcan... ¿Qué estás haciendo ahora?"
ham,Or remind me in a few hrs.,O recuérdame en unas pocas horas.
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.","Había estado esperando no tener que enviarte este mensaje. Mi alquiler está vencido y no tengo suficiente para pagarlo. Mis reservas se han agotado por completo. Necesito un préstamo y esperaba que pudieras ayudarme. El saldo es <#>. ¿Hay alguna manera de que pudiera obtener eso de ti, hasta mediados de marzo cuando espero poder devolverlo?"
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,"Hola. Feliz Año Nuevo. No quiero interrumpir, pero ¿puedes por favor decirme cuánto pagaste de matrícula el semestre pasado y cuánto cuesta este semestre? Gracias."
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,"Hola cariño, ¿cómo estás? Estoy aquí, por cierto. Estoy bien. He tenido 2 citas con ese chico que conocí en Walkabout hasta ahora. Tenemos que vernos pronto. ¿Cómo están los demás?"
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,"Jaja, iba a hacerlo el mes pasado. Canjeé algunos, pero dejé <#> por si acaso. Estuve recolectando más durante la semana porque lo anunciaron en el blog."
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,"¡Buena suerte! El sorteo se llevará a cabo el 28 de febrero de 2006. ¡Buena suerte! Para darse de baja, envíe STOP al 87239. Servicios al cliente 08708034412."
ham,Short But Cute : \ Be a good person ,Corto pero lindo: Sé una buena persona.
ham,Just haven't decided where yet eh ?,"Simplemente no he decidido dónde aún, ¿eh?"
ham,"Wat time liao, where still got.","¿A qué hora ya, dónde todavía hay?"
ham,Yes watching footie but worried we're going to blow it - Phil Neville?,"Sí, estoy viendo fútbol, pero me preocupa que lo vayamos a arruinar - ¿Phil Neville?"
ham,I wait 4 Ã_ inside da car park...,Espero 4 I_ dentro del aparcamiento...
ham,Uncle Abbey! Happy New Year. Abiola,¡Tío Abbey! Feliz Año Nuevo. Abiola
ham,Now am free call me pa.,"Ahora soy libre, llámame papá."
ham,R u saying i should re order the slippers cos i had to pay for returning it.,¿Estás diciendo que debería volver a pedir las pantuflas porque tuve que pagar por devolverlas?
ham,Stop knowing me so well!,¡Deja de conocerme tan bien!
ham,Good evening! this is roger. How are you?,¡Buenas noches! Soy Roger. ¿Cómo estás?
ham,Small problem in auction:)punj now asking tiwary,Pequeño problema en la subasta :) Punj ahora le está preguntando a Tiwary.
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,Entrada gratuita en un concurso semanal para tener la oportunidad de ganar un iPod. Envía POD al 80182 para obtener la entrada (tarifa estándar de texto). Se aplican términos y condiciones. 08452810073 para más detalles. 18+.
ham,He telling not to tell any one. If so treat for me hi hi hi,"Él dice que no le digas a nadie. Si es así, trata por mí, jaja."
ham,My uncles in Atlanta. Wish you guys a great semester.,Mis tíos están en Atlanta. Les deseo a todos un gran semestre.
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,¡1ª semana GRATIS! Geniales tonos directamente para ti cada semana. Envía NOKIA ON al 8007 para tonos clásicos de Nokia o HIT ON al 8007 para tonos polifónicos. Nokia/150p Polifónico/200p 16+
ham,U coming 2 pick me?,¿Vas a venir a recogerme?
ham,Thats cool. i liked your photos. You are very sexy!,Eso es genial. Me gustaron tus fotos. ¡Eres muy sexy!
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,"¿Puedes creerlo? No sabían que tenía el jueves reservado, así que me cancelaron de nuevo. Eso necesita ser despedido."
ham,"Haha better late than ever, any way I could swing by?","Jaja, mejor tarde que nunca, ¿hay alguna forma en que pueda pasar?"
ham,Ok. But i finish at 6.,Está bien. Pero termino a las 6.
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.","¡Mírame!: Gracias por tu compra de un videoclip de ¡Mírame!, se te ha cobrado 35p. ¿Crees que puedes hacerlo mejor? ¿Por qué no envías un video en un MMS al 32323?"
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,¡Me han prohibido la entrada a todas las tiendas B y Q de por vida! ¿Este idiota con un overol naranja se acercó a mí y me preguntó si quería un deck? ¡Así que le di el primer puñetazo!
ham,So no messages. Had food?,Así que no hay mensajes. ¿Comiste?
ham,Ok going to sleep. Hope i can meet her.,"Está bien, me voy a dormir. Espero poder conocerla."
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,"Lo que hace que algunas personas sean más queridas no es solo la felicidad que sientes cuando las conoces, sino el dolor que sientes cuando las extrañas."
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,"¿Puedes informarme sobre los detalles del viernes cuando lo sepas, ya que no estaré el jueves ni el viernes? Mencionaste a los chinos. Gracias."
ham,You're right I have now that I think about it,"Tienes razón, ahora que lo pienso."
ham,Wat r u doing now?,¿Qué estás haciendo ahora?
ham,Is ur lecture over?,¿Terminó tu clase?
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,"sexy sexy ven y mándame un mensaje, estoy mojada, cálida y lista para un poco de porno. ¿Estás listo para un poco de diversión? ESTE MENSAJE ES GRATIS, MENSAJES RECIBIDOS 150P INCLUYENDO IVA, PARA CANCELAR ENVÍA STOP."
ham,Customer place i will call you,"Cliente, te llamaré."
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,Aún no está planeado :) solo me uniré a la empresa el 5 de enero. No sé qué pasará después de eso.
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),Chico; te amo Chica: Hogolo Chico: cadena de oro kodstini Chica: agalla Chico: collar madstini Chica: agalla Chico: Hogli 1 mutai eerulli kodthini! Chica: Te amo kano;-)
ham,"Haha I heard that, text me when you're around","Jaja, escuché eso, mándame un mensaje cuando estés cerca."
ham,I.ll get there tomorrow and send it to you,Llegaré allí mañana y te lo enviaré.
ham,\SHIT BABE.. THASA BIT MESSED UP.YEH,"MALDITA SEA, CHICA... ESO ESTÁ UN POCO DESORDENADO. SÍ."
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,"Oh, ¡eso es tarde! Bueno, que tengas una buena noche y te llamaré mañana. Ahora me voy a dormir, buenas noches."
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDÃ¥ÃS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""","¡SALUDOS! Te escribo porque estabas aburrido. ¡Sí, está bien, cariño! ¿Estás en el trabajo el sábado? Suena como si te estuvieras divirtiendo mucho. ¡Sigue actualizando! Contando con mucho amor. XXXXX."
ham,"Sorry,  in meeting I'll call you later","Lo siento, en la reunión te llamaré más tarde."
ham,Yo! Howz u? girls never rang after india. L,¡Hola! ¿Cómo estás? Las chicas nunca llamaron después de India. L
ham,Yeah but which is worse for i,"Sí, pero ¿cuál es peor para mí?"
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,"Chat en vivo duro 121 solo 60p/min. Elige a tu chica y conéctate en vivo. ¡Llama al 09094646899 ahora! Chat barato, el servicio en vivo más grande del Reino Unido. VU BCM1896WC1N3XX"
ham,I tagged MY friends that you seemed to count as YOUR friends.,Etiqueté a MIS amigos que parecías contar como TUS amigos.
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,"No he tenido noticias de U4 en un tiempo. Llama al 4 para un chat privado al 01223585334 para venir. Quiero ver fotos de mí teniendo sexo, luego envía PIX al 8552. Para terminar, envía STOP 8552 SAM xxx."
